name,description,price,category,stock,image
"Product 91300","Sample description 91300",185,Computers,131,
"Product 91301","Sample description 91301",40859,Computers,420,
"Product 91302","Sample description 91302",1660,Computers,342,
"Product 91303","Sample description 91303",26691,Fashion,317,
"Product 91304","Sample description 91304",26285,Furniture,362,
"Product 91305","Sample description 91305",45858,Furniture,285,
"Product 91306","Sample description 91306",14567,Accessories,249,
"Product 91307","Sample description 91307",37372,Furniture,257,
"Product 91308","Sample description 91308",26647,Fashion,482,
"Product 91309","Sample description 91309",43825,Fashion,290,
"Product 91310","Sample description 91310",4507,Fashion,209,
"Product 91311","Sample description 91311",48818,Furniture,42,
"Product 91312","Sample description 91312",4904,Computers,473,
"Product 91313","Sample description 91313",31488,Computers,324,
"Product 91314","Sample description 91314",8948,Furniture,359,
"Product 91315","Sample description 91315",42258,Fashion,473,
"Product 91316","Sample description 91316",2696,Electronics,8,
"Product 91317","Sample description 91317",17342,Fashion,294,
"Product 91318","Sample description 91318",17700,Electronics,265,
"Product 91319","Sample description 91319",3064,Accessories,296,
"Product 91320","Sample description 91320",40396,Electronics,352,
"Product 91321","Sample description 91321",16205,Furniture,135,
"Product 91322","Sample description 91322",12819,Fashion,227,
"Product 91323","Sample description 91323",8100,Computers,86,
"Product 91324","Sample description 91324",47233,Computers,64,
"Product 91325","Sample description 91325",46727,Fashion,466,
"Product 91326","Sample description 91326",29150,Electronics,95,
"Product 91327","Sample description 91327",3615,Accessories,71,
"Product 91328","Sample description 91328",21570,Computers,431,
"Product 91329","Sample description 91329",46363,Electronics,18,
"Product 91330","Sample description 91330",7558,Accessories,417,
"Product 91331","Sample description 91331",42781,Fashion,254,
"Product 91332","Sample description 91332",17961,Fashion,198,
"Product 91333","Sample description 91333",2424,Computers,472,
"Product 91334","Sample description 91334",7161,Furniture,415,
"Product 91335","Sample description 91335",44689,Furniture,200,
"Product 91336","Sample description 91336",13123,Computers,216,
"Product 91337","Sample description 91337",23761,Accessories,62,
"Product 91338","Sample description 91338",16952,Furniture,143,
"Product 91339","Sample description 91339",12103,Electronics,314,
"Product 91340","Sample description 91340",32089,Computers,64,
"Product 91341","Sample description 91341",27212,Computers,239,
"Product 91342","Sample description 91342",2507,Accessories,6,
"Product 91343","Sample description 91343",45776,Fashion,146,
"Product 91344","Sample description 91344",44969,Accessories,372,
"Product 91345","Sample description 91345",19020,Computers,194,
"Product 91346","Sample description 91346",38544,Fashion,191,
"Product 91347","Sample description 91347",47356,Accessories,430,
"Product 91348","Sample description 91348",11110,Electronics,128,
"Product 91349","Sample description 91349",36547,Electronics,231,
"Product 91350","Sample description 91350",25954,Furniture,283,
"Product 91351","Sample description 91351",17613,Furniture,476,
"Product 91352","Sample description 91352",46165,Fashion,21,
"Product 91353","Sample description 91353",3564,Computers,202,
"Product 91354","Sample description 91354",36290,Fashion,135,
"Product 91355","Sample description 91355",40736,Fashion,405,
"Product 91356","Sample description 91356",9528,Electronics,432,
"Product 91357","Sample description 91357",42612,Electronics,398,
"Product 91358","Sample description 91358",49153,Furniture,429,
"Product 91359","Sample description 91359",46764,Furniture,332,
"Product 91360","Sample description 91360",40257,Fashion,443,
"Product 91361","Sample description 91361",40893,Fashion,330,
"Product 91362","Sample description 91362",33956,Furniture,110,
"Product 91363","Sample description 91363",41839,Computers,211,
"Product 91364","Sample description 91364",3041,Accessories,132,
"Product 91365","Sample description 91365",32614,Accessories,435,
"Product 91366","Sample description 91366",412,Furniture,5,
"Product 91367","Sample description 91367",35369,Fashion,429,
"Product 91368","Sample description 91368",38525,Furniture,314,
"Product 91369","Sample description 91369",4096,Accessories,120,
"Product 91370","Sample description 91370",28902,Accessories,290,
"Product 91371","Sample description 91371",27190,Computers,186,
"Product 91372","Sample description 91372",30018,Computers,500,
"Product 91373","Sample description 91373",5375,Computers,141,
"Product 91374","Sample description 91374",34891,Furniture,261,
"Product 91375","Sample description 91375",30471,Fashion,50,
"Product 91376","Sample description 91376",4678,Computers,138,
"Product 91377","Sample description 91377",22048,Accessories,331,
"Product 91378","Sample description 91378",26450,Accessories,480,
"Product 91379","Sample description 91379",47223,Accessories,367,
"Product 91380","Sample description 91380",3094,Electronics,234,
"Product 91381","Sample description 91381",49405,Fashion,130,
"Product 91382","Sample description 91382",10774,Furniture,151,
"Product 91383","Sample description 91383",385,Accessories,4,
"Product 91384","Sample description 91384",7389,Furniture,353,
"Product 91385","Sample description 91385",31614,Furniture,324,
"Product 91386","Sample description 91386",29520,Furniture,44,
"Product 91387","Sample description 91387",12596,Fashion,423,
"Product 91388","Sample description 91388",36282,Accessories,391,
"Product 91389","Sample description 91389",44284,Fashion,8,
"Product 91390","Sample description 91390",41747,Fashion,187,
"Product 91391","Sample description 91391",47175,Electronics,85,
"Product 91392","Sample description 91392",1245,Computers,297,
"Product 91393","Sample description 91393",35875,Accessories,133,
"Product 91394","Sample description 91394",35838,Electronics,345,
"Product 91395","Sample description 91395",31985,Furniture,461,
"Product 91396","Sample description 91396",35665,Computers,257,
"Product 91397","Sample description 91397",14834,Furniture,124,
"Product 91398","Sample description 91398",10499,Computers,196,
"Product 91399","Sample description 91399",20371,Electronics,26,
"Product 91400","Sample description 91400",12885,Furniture,56,
"Product 91401","Sample description 91401",21332,Computers,99,
"Product 91402","Sample description 91402",17608,Furniture,65,
"Product 91403","Sample description 91403",9668,Fashion,432,
"Product 91404","Sample description 91404",41215,Electronics,451,
"Product 91405","Sample description 91405",20727,Electronics,478,
"Product 91406","Sample description 91406",4658,Furniture,290,
"Product 91407","Sample description 91407",20197,Fashion,427,
"Product 91408","Sample description 91408",24666,Electronics,26,
"Product 91409","Sample description 91409",42317,Computers,237,
"Product 91410","Sample description 91410",32473,Electronics,90,
"Product 91411","Sample description 91411",35528,Computers,489,
"Product 91412","Sample description 91412",15969,Fashion,26,
"Product 91413","Sample description 91413",23687,Fashion,248,
"Product 91414","Sample description 91414",37545,Furniture,284,
"Product 91415","Sample description 91415",45281,Accessories,407,
"Product 91416","Sample description 91416",1958,Accessories,255,
"Product 91417","Sample description 91417",48737,Accessories,491,
"Product 91418","Sample description 91418",5516,Furniture,148,
"Product 91419","Sample description 91419",4440,Computers,130,
"Product 91420","Sample description 91420",19659,Fashion,286,
"Product 91421","Sample description 91421",19067,Accessories,376,
"Product 91422","Sample description 91422",16311,Computers,65,
"Product 91423","Sample description 91423",28140,Accessories,391,
"Product 91424","Sample description 91424",16299,Computers,416,
"Product 91425","Sample description 91425",41195,Furniture,445,
"Product 91426","Sample description 91426",45736,Furniture,384,
"Product 91427","Sample description 91427",4835,Computers,111,
"Product 91428","Sample description 91428",23860,Furniture,189,
"Product 91429","Sample description 91429",10094,Furniture,181,
"Product 91430","Sample description 91430",6196,Furniture,355,
"Product 91431","Sample description 91431",40039,Accessories,445,
"Product 91432","Sample description 91432",31677,Electronics,8,
"Product 91433","Sample description 91433",35550,Electronics,68,
"Product 91434","Sample description 91434",33059,Fashion,184,
"Product 91435","Sample description 91435",24148,Accessories,315,
"Product 91436","Sample description 91436",44341,Accessories,98,
"Product 91437","Sample description 91437",1520,Furniture,459,
"Product 91438","Sample description 91438",43260,Electronics,437,
"Product 91439","Sample description 91439",11993,Computers,139,
"Product 91440","Sample description 91440",29837,Computers,481,
"Product 91441","Sample description 91441",3936,Fashion,385,
"Product 91442","Sample description 91442",15549,Accessories,464,
"Product 91443","Sample description 91443",25808,Accessories,47,
"Product 91444","Sample description 91444",41750,Accessories,340,
"Product 91445","Sample description 91445",18285,Electronics,267,
"Product 91446","Sample description 91446",20262,Furniture,176,
"Product 91447","Sample description 91447",10347,Fashion,136,
"Product 91448","Sample description 91448",4229,Computers,294,
"Product 91449","Sample description 91449",4397,Accessories,13,
"Product 91450","Sample description 91450",26619,Electronics,44,
"Product 91451","Sample description 91451",18615,Electronics,219,
"Product 91452","Sample description 91452",34051,Electronics,400,
"Product 91453","Sample description 91453",45907,Fashion,380,
"Product 91454","Sample description 91454",18205,Accessories,46,
"Product 91455","Sample description 91455",15884,Computers,380,
"Product 91456","Sample description 91456",43637,Computers,409,
"Product 91457","Sample description 91457",1894,Electronics,152,
"Product 91458","Sample description 91458",44036,Furniture,290,
"Product 91459","Sample description 91459",25802,Accessories,171,
"Product 91460","Sample description 91460",48473,Accessories,460,
"Product 91461","Sample description 91461",31568,Furniture,73,
"Product 91462","Sample description 91462",33575,Electronics,487,
